survey_version,in_pot_or_ground ,country,region,latitude,longitude,final_height_(cm),alive,number_of_stems,start_year,start_height (cm),watering,fertiliser, 
SHORT,pot,New Zealand,Australasia,-45.90079388,170.4599672,150,Yes,,,,,,
LONG,ground,New Zealand,Australasia,-43.52550465,172.6113074,320,Yes,1,2013,50,YESWATER,No,Sandy
LONG,ground,New Zealand,Australasia,-43.51144449,172.6209765,350,Yes,1,,,,,
LONG,ground,New Zealand,Australasia,-43.50876845,172.6536078,250,Yes,1,,,,,
LONG,ground,Australia,Australasia,-43.34282603,146.9737889,400,Yes,1,2016,350,NOWATER,No,Clay
SHORT,ground,Australia,Australasia,-43.17467053,147.1545106,100,Yes,1,,,,,
SHORT,,Australia,Australasia,-43.15391088,147.0727112,15,No,1,,,,,
LONG,ground,Australia,Australasia,-43.12823885,147.247699,200,Yes,1,2011,40,NOWATER,No,
SHORT,ground,Australia,Australasia,-43.12811717,147.2306177,80,Yes,1,,,,,
LONG,ground,Australia,Australasia,-43.11633006,147.2646858,60,Yes,1,2018,30,YESWATER,Yes,Clay
LONG,,Australia,Australasia,-43.10865361,147.2453621,300,Yes,4,2013,165,NOWATER,No,
LONG,ground,Australia,Australasia,-43.1068175,147.215152,120,Yes,1,2004,30,YESWATER,No,Clay
LONG,ground,Australia,Australasia,-43.1068175,147.215152,130,Yes,1,2018,110,YESWATER,No,Clay
LONG,,Australia,Australasia,-43.10556274,147.224591,300,Yes,4,,,,,
LONG,ground,Australia,Australasia,-43.10418608,147.2156662,500,Yes,1,2017,400,,,
LONG,ground,Australia,Australasia,-43.08473269,147.245078,270,Yes,1,1995,35,YESWATER,Yes,Sandy
LONG,ground,Australia,Australasia,-43.06606902,147.2560829,366,Yes,1,,,,,
LONG,ground,Australia,Australasia,-43.03340724,147.0448163,300,Yes,1,,,,,
LONG,ground,Australia,Australasia,-43.03163859,147.2560622,530,Yes,1,2011,35,YESWATER,No,
LONG,ground,Australia,Australasia,-43.03163859,147.2560622,530,Yes,1,2011,40,YESWATER,No,Sandy
LONG,pot,Australia,Australasia,-42.99901358,147.3189566,70,Yes,1,2018,50,YESWATER,No,
LONG,pot,Australia,Australasia,-42.98467547,147.3202442,450,Yes,1,2007,50,YESWATER,Yes,Potting mix
LONG,ground,Australia,Australasia,-42.95489262,147.2364637,220,Yes,1,2017,200,YESWATER,No,
SHORT,ground,Australia,Australasia,-42.9478564,147.2347441,400,Yes,1,,,,,
LONG,pot,Australia,Australasia,-42.92586735,147.2865647,50,Yes,1,2019,NA,YESWATER,Yes,
LONG,ground,Australia,Australasia,-42.90254739,147.3289512,244,Yes,1,,30,NOWATER,No,
LONG,pot,Australia,Australasia,-42.89940492,147.3226858,150,Yes,1,2009,15,YESWATER,Yes,Potting mix
LONG,ground,Australia,Australasia,-42.89857047,147.2857454,300,Yes,1,,,,,
LONG,pot,Australia,Australasia,-42.89819327,147.2851445,180,Yes,1,2009,30,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-42.88857426,147.4059627,NA,Yes,1,,,,,
LONG,,Australia,Australasia,-42.88357072,147.3076982,120,Yes,1,,50,YESWATER,No,Clay
SHORT,ground,Australia,Australasia,-42.88287427,147.326196,100,Yes,1,,,,,
SHORT,ground,Australia,Australasia,-42.88262268,147.3265823,400,Yes,,,,,,
SHORT,ground,Australia,Australasia,-42.88215098,147.326668,300,Yes,1,,,,,
LONG,pot,Australia,Australasia,-42.88208814,147.3258097,90,Yes,1,2006,30,YESWATER,Yes,Potting mix
SHORT,ground,Australia,Australasia,-42.88189943,147.3263247,350,Yes,,,,,,
LONG,pot,Australia,Australasia,-42.88108903,147.4140285,100,Yes,1,2011,,YESWATER,Yes,
LONG,ground,Australia,Australasia,-42.87574594,147.3938803,120,Yes,1,,,,,
LONG,pot,Australia,Australasia,-42.86579939,147.2913453,500,Yes,,2005,150,YESWATER,No,Potting mix
LONG,pot,Australia,Australasia,-42.85968974,147.4028591,150,Yes,3,2016,,YESWATER,No,
SHORT,pot,Australia,Australasia,-42.8577643,147.8351328,100,Yes,1,,,,,
LONG,pot,Australia,Australasia,-42.8577643,147.8351328,120,Yes,1,2011,30,YESWATER,No,Potting mix
SHORT,pot,Australia,Australasia,-42.8577643,147.8351328,250,Yes,1,,,,,
LONG,ground,Australia,Australasia,-42.83244474,147.553577,300,Yes,2,2008,30,YESWATER,No,Sandy
SHORT,ground,Australia,Australasia,-42.77666735,147.0577818,60,Yes,1,,,,,
SHORT,ground,Australia,Australasia,-42.72943837,147.1474542,90,Yes,1,,,,,
LONG,ground,Australia,Australasia,-42.59058447,146.6978982,400,Yes,1,,,,,
LONG,ground,Australia,Australasia,-42.05294599,145.3033624,500,Yes,1,,,,,
LONG,ground,Australia,Australasia,-41.54205822,146.1354891,510,Yes,1,2004,80,NOWATER,No,
SHORT,ground,Australia,Australasia,-41.54174153,146.1364539,200,Yes,1,,,,,
LONG,,Australia,Australasia,-41.5352995,146.6608032,30,Yes,1,2019,25,YESWATER,No,
SHORT,ground,Australia,Australasia,-41.4448451,145.5335848,150,Yes,2,,,,,
SHORT,pot,Australia,Australasia,-41.4360837,147.1390807,153,Yes,1,,,,,
LONG,pot,Australia,Australasia,-41.43389539,147.1425136,200,Yes,1,,,,,
LONG,ground,Australia,Australasia,-41.42497363,147.1508245,500,Yes,1,2008,50,NOWATER,No,Clay
LONG,ground,Australia,Australasia,-41.4247188,146.3214166,700,Yes,4,2007,30,NOWATER,No,Chalky
LONG,pot,New Zealand,Australasia,-41.40553048,173.0427186,200,Yes,1,2017,100,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-41.4028649,147.0946683,80,Yes,1,2017,50,YESWATER,No,Potting mix
LONG,ground,Australia,Australasia,-41.37606794,147.0428882,260,Yes,1,2008,45,YESWATER,No,Silty
SHORT,ground,New Zealand,Australasia,-41.3662585,173.083428,200,Yes,1,,,,,
SHORT,pot,Australia,Australasia,-41.33735338,146.873623,100,Yes,1,,,,,
LONG,pot,Australia,Australasia,-41.29301263,147.2028676,300,Yes,1,2003,30,YESWATER,No,
SHORT,ground,Australia,Australasia,-41.27727949,147.1061369,50,Yes,1,,,,,
LONG,ground,Australia,Australasia,-41.25840045,147.1877013,400,Yes,1,2011,60.96,NOWATER,No,Loamy
LONG,ground,Australia,Australasia,-41.23365875,146.3067353,500,Yes,,,,,,
LONG,ground,Australia,Australasia,-41.20229731,146.2508575,122,Yes,1,,,,,
LONG,ground,Australia,Australasia,-41.20203909,146.2506856,122,Yes,1,,,,,
SHORT,ground,Australia,Australasia,-41.18992178,146.5602995,600,Yes,4,2000,30,YESWATER,No,Loamy
LONG,,Australia,Australasia,-41.17801579,146.3449398,168,Yes,1,2013,91.44,YESWATER,No,
LONG,ground,Australia,Australasia,-41.17691775,146.3433945,400,Yes,1,,,,,
LONG,ground,Australia,Australasia,-41.17691754,146.3447678,250,Yes,1,2012,40,YESWATER,No,
LONG,ground,Australia,Australasia,-41.17665921,146.3442528,500,Yes,,2004,30,YESWATER,No,Clay
SHORT,ground,Australia,Australasia,-41.17063276,146.2283237,183,Yes,1,,,,,
SHORT,ground,Australia,Australasia,-41.14040955,145.8342982,400,Yes,1,,,,,
LONG,ground,Australia,Australasia,-41.12441557,145.9304212,500,Yes,3,2005,50,NOWATER,No,
LONG,pot,Australia,Australasia,-41.09362921,146.8331208,400,Yes,1,2012,100,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-41.09362921,146.8331208,400,Yes,1,2012,100,YESWATER,Yes,
LONG,ground,Australia,Australasia,-41.08017094,145.9038135,500,Yes,1,2017,350,,,
LONG,ground,Australia,Australasia,-41.06986164,145.6302699,350,Yes,1,2015,250,NOWATER,No,Clay
LONG,ground,Australia,Australasia,-41.05648958,145.7862218,85,Yes,1,2015,40,YESWATER,No,
LONG,ground,New Zealand,Australasia,-39.05452752,174.3017603,NA,Yes,1,,,,,
SHORT,ground,Australia,Australasia,-38.83393154,143.5222214,50,Yes,1,,,,,
LONG,pot,Australia,Australasia,-38.70958894,143.7064041,150,Yes,1,2017,30,YESWATER,Yes,Potting mix
LONG,ground,Australia,Australasia,-38.6090752,145.5891693,180,Yes,1,2018,160,YESWATER,No,
LONG,ground,Australia,Australasia,-38.60522687,146.0876569,600,Yes,2,2006,30,NOWATER,No,Clay
SHORT,ground,Australia,Australasia,-38.52869568,146.091864,250,Yes,1,,,,,
SHORT,ground,Australia,Australasia,-38.5197164,143.4209747,170,Yes,1,,,,,
LONG,pot,Australia,Australasia,-38.51675573,145.7102002,100,Yes,1,2019,100,YESWATER,,
SHORT,pot,Australia,Australasia,-38.51477393,145.7099203,NA,Yes,1,,,,,
LONG,ground,Australia,Australasia,-38.51204837,143.7168051,400,Yes,3,2007,60,NOWATER,Yes,Loamy
LONG,ground,Australia,Australasia,-38.46689342,144.8907084,80,Yes,1,2013,5,YESWATER,Yes,Sandy
LONG,ground,Australia,Australasia,-38.46568262,144.8958578,80,Yes,1,,,,,
LONG,pot,Australia,Australasia,-38.46491323,145.3013971,670,Yes,1,2006,NA,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-38.46491323,145.3013971,80,Yes,1,2006,NA,YESWATER,No,
LONG,,Australia,Australasia,-38.46277702,144.1041919,60,Yes,1,2009,20,YESWATER,Yes,Sandy
LONG,,Australia,Australasia,-38.46277702,144.1041919,230,Yes,1,2009,20,YESWATER,Yes,Sandy
LONG,pot,Australia,Australasia,-38.4615663,144.1057367,200,Yes,1,2012,50,YESWATER,No,Potting mix
LONG,ground,Australia,Australasia,-38.45277982,145.5322227,400,Yes,1,2010,50,YESWATER,No,Sandy
LONG,ground,Australia,Australasia,-38.43891395,145.66402,112,Yes,1,2017,45.72,YESWATER,No,
SHORT,ground,Australia,Australasia,-38.43170819,145.8234311,450,Yes,1,,,,,
LONG,ground,Australia,Australasia,-38.36955294,142.4919633,320,Yes,1,2012,150,NOWATER,No,Sandy
SHORT,ground,Australia,Australasia,-38.36955294,142.4919633,400,Yes,1,,,,,
SHORT,,Australia,Australasia,-38.36403463,142.4928193,25,Yes,1,,,,,
LONG,pot,Australia,Australasia,-38.35705341,145.1250099,78,Yes,1,2018,30,YESWATER,No,Potting mix
LONG,pot,Australia,Australasia,-38.3544155,145.0763236,215,Yes,1,,,,,
LONG,pot,Australia,Australasia,-38.35333909,145.0739193,210,Yes,1,2002,30,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-38.34125617,143.5870691,177,Yes,1,,,YESWATER,No,
LONG,ground,Australia,Australasia,-38.34022947,145.1742854,40,Yes,1,2019,,YESWATER,No,
LONG,ground,Australia,Australasia,-38.33930438,143.5853525,700,Yes,,,,,,
LONG,pot,Australia,Australasia,-38.33587516,144.267589,200,Yes,1,2002,30,YESWATER,No,Potting mix
LONG,ground,Australia,Australasia,-38.2999924,145.106502,200,Yes,1,,,,,
SHORT,ground,Australia,Australasia,-38.29632089,142.354698,160,Yes,4,,,,,
LONG,ground,Australia,Australasia,-38.26764344,147.0555385,180,Yes,2,2010,20,YESWATER,No,Sandy
LONG,ground,Australia,Australasia,-38.26758507,145.0176321,180,Yes,1,2010,30,YESWATER,Yes,Clay
LONG,pot,Australia,Australasia,-38.26650688,145.0179751,200,Yes,1,2012,80,YESWATER,,
LONG,pot,Australia,Australasia,-38.2587868,145.1857586,230,Yes,1,2008,30,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-38.25763652,144.5204073,80,Yes,1,2018,NA,YESWATER,No,Potting mix
LONG,ground,Australia,Australasia,-38.24416386,146.17021,100,Yes,1,2011,30,NOWATER,No,Loamy
LONG,pot,Australia,Australasia,-38.22691115,145.1769166,200,Yes,1,2009,20,YESWATER,No,Sandy
LONG,ground,Australia,Australasia,-38.2234992,146.4128149,600,Yes,1,2002,70,NOWATER,Yes,Clay
SHORT,ground,Australia,Australasia,-38.21586888,146.2422189,350,Yes,2,,,,,
LONG,ground,Australia,Australasia,-38.21260866,145.3826632,300,Yes,1,2003,10,YESWATER,Yes,Peaty
LONG,pot,Australia,Australasia,-38.20423933,144.328513,150,Yes,1,,,,,
LONG,pot,Australia,Australasia,-38.20423933,144.328513,130,Yes,1,2015,60,YESWATER,Yes,Sandy
LONG,pot,Australia,Australasia,-38.20227951,144.3583562,200,Yes,1,2015,170,YESWATER,No,Potting mix
LONG,ground,Australia,Australasia,-38.19574595,145.378626,350,Yes,2,,,,,
LONG,pot,Australia,Australasia,-38.19506844,144.4656406,145,Yes,1,2013,50,YESWATER,No,Potting mix
LONG,ground,Australia,Australasia,-38.17819635,144.533889,300,Yes,3,2009,40,YESWATER,No,Clay
LONG,ground,Australia,Australasia,-38.15396157,145.1909395,400,Yes,1,2006,45,,No,
SHORT,ground,Australia,Australasia,-38.15323894,144.5721038,92,Yes,1,,,,,
LONG,pot,Australia,Australasia,-38.15135652,144.5742694,210,Yes,1,,,,,
SHORT,ground,Australia,Australasia,-38.15066125,145.1430355,200,Yes,1,,,,,
LONG,ground,Australia,Australasia,-38.1499603,144.3596197,180,Yes,2,2012,60,NOWATER,No,Clay
LONG,ground,Australia,Australasia,-38.14898636,145.1327526,200,Yes,1,2010,40,,,
LONG,ground,Australia,Australasia,-38.14765489,145.1355257,270,Yes,1,,,,,
LONG,ground,Australia,Australasia,-38.14654027,145.1240332,300,Yes,1,2006,50,NOWATER,No,Sandy
LONG,pot,Australia,Australasia,-38.14615146,145.1335247,200,Yes,1,,,,,
LONG,ground,Australia,Australasia,-38.14319453,146.7803306,213,Yes,1,2018,91.44,NOWATER,Yes,
LONG,ground,Australia,Australasia,-38.14317342,145.1393583,400,Yes,1,2003,,YESWATER,No,Sandy
LONG,pot,Australia,Australasia,-38.13826851,145.8475894,195,Yes,1,2014,15,YESWATER,Yes,Potting mix
LONG,ground,Australia,Australasia,-38.13692906,142.9280505,270,Yes,4,2006,20,YESWATER,No,
LONG,,Australia,Australasia,-38.10460843,147.0633013,350,Yes,1,2000,76.2,YESWATER,No,
LONG,ground,Australia,Australasia,-38.10439639,145.2779755,450,Yes,,2012,380,YESWATER,Yes,Loamy
LONG,ground,Australia,Australasia,-38.05044208,145.2516423,340,Yes,1,2009,25,YESWATER,No,Loamy
LONG,ground,Australia,Australasia,-38.04851262,146.2949729,1500,Yes,1,2005,15,YESWATER,No,Loamy
LONG,ground,Australia,Australasia,-38.0330299,145.3452505,450,Yes,1,2000,30,YESWATER,Yes,Clay
SHORT,pot,Australia,Australasia,-38.02876721,145.2676254,30,Yes,1,,,,,
LONG,pot,Australia,Australasia,-38.02653462,144.3914464,320,Yes,1,2005,12,YESWATER,No,Potting mix
LONG,ground,Australia,Australasia,-38.00070072,145.4238347,180,Yes,1,2011,50,YESWATER,Yes,Clay
LONG,pot,Australia,Australasia,-37.98716658,145.0351961,140,Yes,1,,,YESWATER,No,Potting mix
LONG,pot,Australia,Australasia,-37.98676066,145.0356682,92,Yes,1,2018,50,YESWATER,Yes,Potting mix
LONG,ground,Australia,Australasia,-37.98674345,145.2133745,570,Yes,1,2010,30,YESWATER,No,Loamy
LONG,ground,Australia,Australasia,-37.98586394,145.2138893,600,Yes,1,2009,30,YESWATER,No,Loamy
SHORT,pot,Australia,Australasia,-37.95239037,145.0110665,60,Yes,1,,,,,
SHORT,,Australia,Australasia,-37.94980358,145.5455197,100,Yes,1,,,,,
SHORT,ground,Australia,Australasia,-37.94210793,145.0590273,350,Yes,1,,,,,
SHORT,ground,Australia,Australasia,-37.93704553,145.4376958,200,Yes,1,,,,,
LONG,ground,Australia,Australasia,-37.93582728,145.4366651,200,Yes,1,2012,30,NOWATER,No,
LONG,pot,Australia,Australasia,-37.93507004,145.4909856,200,Yes,2,2010,30,YESWATER,No,Potting mix
LONG,pot,Australia,Australasia,-37.9340355,145.4364933,30,Yes,1,2019,30,YESWATER,,
SHORT,ground,Australia,Australasia,-37.93322246,145.4375225,300,Yes,1,,,,,
LONG,pot,Australia,Australasia,-37.9327128,145.4376935,50,Yes,1,2019,20,,Yes,Potting mix
LONG,pot,Australia,Australasia,-37.92403283,145.3394067,220,Yes,1,2007,40,YESWATER,Yes,Potting mix
SHORT,,Australia,Australasia,-37.91492799,145.1279045,60,Yes,1,,,,,
SHORT,ground,Australia,Australasia,-37.90701264,144.9921251,350,Yes,1,,,,,
SHORT,ground,Australia,Australasia,-37.90545504,144.9923823,200,Yes,1,,,,,
LONG,ground,Australia,Australasia,-37.90441708,145.3292846,700,Yes,1,2006,50,YESWATER,No,
LONG,ground,Australia,Australasia,-37.89818799,144.6583922,165,Yes,1,2008,35,YESWATER,Yes,Clay
LONG,pot,Australia,Australasia,-37.89570983,145.0230504,152,Yes,2,1998,30,YESWATER,Yes,Potting mix
LONG,ground,Australia,Australasia,-37.88583002,147.8469089,457,Yes,1,,,,,
LONG,,Australia,Australasia,-37.88570905,145.1660467,320,Yes,1,2007,30,YESWATER,Yes,Potting mix
LONG,ground,Australia,Australasia,-37.88434365,145.2759849,160,Yes,1,2007,30,NOWATER,No,Loamy
LONG,pot,Australia,Australasia,-37.8806935,145.1007023,120,Yes,1,2018,45,YESWATER,No,Potting mix
LONG,ground,Australia,Australasia,-37.87831401,145.1280212,750,Yes,1,2010,35,NOWATER,No,Clay
LONG,ground,Australia,Australasia,-37.87831401,145.1280212,750,Yes,1,,,,,
SHORT,pot,Australia,Australasia,-37.86778409,148.0026786,190,Yes,1,,,,,
LONG,pot,Australia,Australasia,-37.86697379,145.0823852,30,Yes,1,2010,10,YESWATER,No,Clay
LONG,pot,Australia,Australasia,-37.86268627,144.8920383,220,Yes,1,2010,30,YESWATER,No,Potting mix
LONG,pot,Australia,Australasia,-37.85901815,144.9714931,200,Yes,1,2005,20,YESWATER,Yes,Potting mix
SHORT,ground,Australia,Australasia,-37.85740365,145.3674437,80,Yes,1,,,,,
LONG,ground,Australia,Australasia,-37.85695506,145.3636589,600,Yes,1,2006,60,NOWATER,No,Loamy
LONG,ground,Australia,Australasia,-37.85661624,145.3628006,762,Yes,1,1997,60.96,NOWATER,No,Clay
SHORT,ground,Australia,Australasia,-37.85613599,145.3637448,400,Yes,1,,,,,
SHORT,ground,Australia,Australasia,-37.85586525,145.3618563,600,Yes,,,,,,
LONG,ground,Australia,Australasia,-37.85559968,145.3632297,200,Yes,1,2010,20,NOWATER,No,Loamy
SHORT,ground,Australia,Australasia,-37.85247266,147.590482,300,Yes,1,,,,,
LONG,ground,Australia,Australasia,-37.8491614,145.1864653,250,Yes,1,,,,,
LONG,ground,Australia,Australasia,-37.84298465,145.2672388,65,Yes,1,,,YESWATER,No,
LONG,pot,Australia,Australasia,-37.84203611,144.8833685,350,Yes,1,2015,40,YESWATER,Yes,Potting mix
SHORT,pot,Australia,Australasia,-37.8393388,145.2809006,270,Yes,1,,5,YESWATER,Yes,
LONG,pot,Australia,Australasia,-37.83890092,144.8782521,140,Yes,1,2000,35,YESWATER,Yes,
LONG,pot,Australia,Australasia,-37.83768619,145.0334392,145,Yes,1,2016,50,YESWATER,No,Potting mix
LONG,,Australia,Australasia,-37.83736045,145.143445,90,Yes,2,,,,,
SHORT,ground,Australia,Australasia,-37.83272096,145.0650879,80,Yes,1,,,,,
SHORT,ground,Australia,Australasia,-37.8325854,145.0648304,329,Yes,3,,,,,
LONG,ground,Australia,Australasia,-37.82754743,145.0981211,200,Yes,1,,,,,
LONG,ground,Australia,Australasia,-37.82690372,140.7820268,190,Yes,1,2000,NA,YESWATER,No,Clay
SHORT,ground,Australia,Australasia,-37.82515149,144.9752348,350,Yes,1,,,,,
SHORT,pot,Australia,Australasia,-37.82455023,140.7766951,500,Yes,1,,,,,
LONG,pot,Australia,Australasia,-37.82455023,140.7766951,400,Yes,1,2018,350,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-37.82430554,145.2819224,70,Yes,1,2017,25,YESWATER,No,Potting mix
LONG,pot,Australia,Australasia,-37.82217789,145.1248895,170,Yes,1,2013,30,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-37.82206144,145.0053097,190,Yes,1,2005,40,YESWATER,No,Potting mix
SHORT,ground,Australia,Australasia,-37.82039246,145.1502279,300,Yes,1,,,,,
LONG,ground,Australia,Australasia,-37.81990227,145.3841958,630,Yes,1,2010,30,YESWATER,No,Loamy
LONG,pot,Australia,Australasia,-37.81934324,145.1521591,60,Yes,1,,,,,
LONG,ground,Australia,Australasia,-37.81773225,145.3657419,300,Yes,1,2017,200,YESWATER,Yes,Loamy
LONG,ground,Australia,Australasia,-37.81497479,141.6423125,30,Yes,1,,,,,
LONG,pot,Australia,Australasia,-37.80412675,145.3165578,190,Yes,1,2010,20,YESWATER,No,Clay
LONG,pot,Australia,Australasia,-37.80125578,144.9779638,40,Yes,1,,,,,
LONG,pot,Australia,Australasia,-37.80037863,145.2268762,89,Yes,1,2009,30,NOWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-37.79960513,145.2831313,109,Yes,1,2012,35,YESWATER,No,Potting mix
LONG,ground,Australia,Australasia,-37.79879244,145.2718001,285,Yes,1,2010,40,YESWATER,Yes,Loamy
LONG,pot,Australia,Australasia,-37.79659997,145.1796007,200,Yes,,2010,40,YESWATER,Yes,Potting mix
LONG,ground,Australia,Australasia,-37.79499413,144.9609769,400,Yes,2,,,,,
LONG,pot,Australia,Australasia,-37.78998579,144.9096728,300,Yes,1,2009,50,YESWATER,Yes,Sandy
LONG,ground,Australia,Australasia,-37.7848806,145.3856648,150,Yes,1,,,,,
SHORT,pot,Australia,Australasia,-37.78436167,145.0159055,115,Yes,1,,,YESWATER,No,
LONG,pot,Australia,Australasia,-37.78435496,144.9267957,300,Yes,1,1995,35,YESWATER,Yes,Loamy
LONG,pot,Australia,Australasia,-37.78413438,145.3861796,110,Yes,2,,30,YESWATER,No,Potting mix
LONG,pot,Australia,Australasia,-37.78259467,144.8240772,250,Yes,2,2013,40,YESWATER,Yes,
LONG,pot,Australia,Australasia,-37.78018348,145.0216017,110,Yes,1,2018,,YESWATER,Yes,Potting mix
SHORT,ground,Australia,Australasia,-37.77613665,145.4567984,150,Yes,1,,,,,
LONG,pot,Australia,Australasia,-37.77559159,144.8925929,150,Yes,1,2009,40,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-37.77029941,145.0444479,120,Yes,1,2017,50,YESWATER,No,Potting mix
LONG,pot,Australia,Australasia,-37.76999922,144.9995104,350,Yes,1,,,,,
LONG,pot,Australia,Australasia,-37.76948868,144.9977505,300,Yes,2,2009,60,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-37.76924515,145.2856449,150,Yes,2,2008,50,NOWATER,Yes,Potting mix
SHORT,pot,Australia,Australasia,-37.76757329,144.9615247,100,Yes,1,,,,,
LONG,pot,Australia,Australasia,-37.76734314,144.9795319,150,Yes,2,2000,40,YESWATER,Yes,Potting mix
LONG,ground,Australia,Australasia,-37.76723544,142.1045546,NA,Yes,2,,,,,
SHORT,pot,Australia,Australasia,-37.76709631,144.9628551,30,Yes,1,,,,,
LONG,pot,Australia,Australasia,-37.7668293,142.0985463,80,Yes,1,2019,60,YESWATER,No,
LONG,pot,Australia,Australasia,-37.76267995,145.2377617,100,Yes,1,,,,,
SHORT,pot,Australia,Australasia,-37.75858486,144.9943076,300,Yes,1,,,,,
LONG,,Australia,Australasia,-37.75346151,145.0398719,100,Yes,1,2006,15,NOWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-37.75241807,145.2110313,760,Yes,1,,,YESWATER,No,
LONG,ground,Australia,Australasia,-37.75038273,144.9140653,400,Yes,,2008,70,YESWATER,Yes,Loamy
LONG,pot,Australia,Australasia,-37.74979778,145.2048451,200,Yes,1,2005,60,NOWATER,No,Loamy
LONG,pot,Australia,Australasia,-37.74711213,145.2099388,180,Yes,1,2010,50,,No,Potting mix
LONG,ground,Australia,Australasia,-37.74502873,144.9649948,570,Yes,1,2006,40,NOWATER,No,Clay
LONG,pot,Australia,Australasia,-37.74226318,145.0503587,89,Yes,1,2017,25,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-37.74191416,145.0679443,80,Yes,1,2019,60,YESWATER,No,Potting mix
LONG,pot,Australia,Australasia,-37.74095658,145.0682837,60,Yes,1,2015,6,YESWATER,No,Potting mix
LONG,pot,Australia,Australasia,-37.74035471,145.0028586,270,Yes,1,2005,40,YESWATER,No,Potting mix
LONG,pot,Australia,Australasia,-37.73766837,144.9004947,400,Yes,1,2006,35,YESWATER,,Potting mix
LONG,ground,Australia,Australasia,-37.7354346,142.0216168,180,Yes,1,2008,40,YESWATER,Yes,Sandy
LONG,pot,Australia,Australasia,-37.72687066,144.9401816,320,Yes,1,2007,40,YESWATER,No,Potting mix
LONG,pot,Australia,Australasia,-37.71790128,145.1584023,90,Yes,1,2017,70,YESWATER,Yes,Potting mix
LONG,ground,Australia,Australasia,-37.71665669,145.3989359,200,Yes,1,,30.48,YESWATER,No,Clay
SHORT,ground,Australia,Australasia,-37.71532117,145.1582302,40,Yes,1,,,,,
SHORT,pot,Australia,Australasia,-37.71490718,145.1565992,50,Yes,1,,,,,
LONG,ground,Australia,Australasia,-37.70874977,145.1797368,400,Yes,1,2011,2,YESWATER,No,Loamy
LONG,,Australia,Australasia,-37.70691801,144.9662259,150,Yes,1,2014,35,YESWATER,No,Sandy
LONG,ground,Australia,Australasia,-37.70651563,145.1214794,400,Yes,1,2006,50,,No,
LONG,pot,Australia,Australasia,-37.70273449,148.4662053,100,Yes,1,1996,50,YESWATER,No,Potting mix
LONG,pot,Australia,Australasia,-37.70273449,148.4662053,200,Yes,1,1996,50,YESWATER,No,Potting mix
LONG,ground,Australia,Australasia,-37.69582153,148.7154402,450,Yes,,2006,40,NOWATER,No,Loamy
LONG,pot,Australia,Australasia,-37.69472959,145.0619638,40,Yes,1,2019,30,YESWATER,No,Potting mix
LONG,ground,Australia,Australasia,-37.69466728,145.0600261,300,Yes,1,2007,60,YESWATER,Yes,Clay
LONG,pot,Australia,Australasia,-37.6660825,144.4309743,160,Yes,2,2015,50,YESWATER,Yes,Clay
LONG,pot,Australia,Australasia,-37.66495707,145.532564,220,Yes,,2007,30,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-37.66033479,145.5370231,115,Yes,1,2006,12,YESWATER,No,Potting mix
LONG,pot,Australia,Australasia,-37.65407921,143.8953884,62,Yes,1,2019,50,YESWATER,No,Potting mix
LONG,ground,Australia,Australasia,-37.6506477,143.8875725,110,Yes,1,2019,75,YESWATER,No,Clay
LONG,,Australia,Australasia,-37.62594301,144.9284472,300,Yes,1,,,,,
SHORT,,Australia,Australasia,-37.62594301,144.9284472,300,Yes,1,,,,,
LONG,,Australia,Australasia,-37.61107301,140.3586514,30,Yes,1,2020,30,YESWATER,,
SHORT,ground,Australia,Australasia,-37.58310054,145.2008954,203,Yes,1,,,,,
LONG,pot,Australia,Australasia,-37.58122838,144.7153882,175,Yes,1,,,,,
LONG,pot,Australia,Australasia,-37.5796501,144.7168502,60,Yes,1,2019,,YESWATER,No,
SHORT,ground,Australia,Australasia,-37.56656058,143.8444761,244,Yes,2,,,,,
LONG,ground,Australia,Australasia,-37.56301878,143.8509946,90,Yes,1,2019,50,YESWATER,No,Loamy
SHORT,pot,Australia,Australasia,-37.56111395,143.8513359,75,Yes,1,,,,,
LONG,pot,Australia,Australasia,-37.56003215,143.8420664,100,Yes,1,2018,80,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-37.55921077,143.849274,300,Yes,1,2008,30,YESWATER,No,Potting mix
LONG,pot,Australia,Australasia,-37.55106889,143.9130956,241,Yes,2,,,,,
SHORT,pot,Australia,Australasia,-37.51310211,145.1182778,25,Yes,1,,,,,
