survey_version,in_pot_or_ground ,country,region,latitude,longitude,final_height_(cm),alive,number_of_stems,start_year,start_height (cm),watering,fertiliser, 
LONG,pot,Australia,Australasia,-33.03701413,137.5733958,154,Yes,1,2007,40,YESWATER,Yes,Potting mix
LONG,ground,Australia,Australasia,-33.01712093,151.5830462,300,Yes,1,,30,NOWATER,No,Loamy
LONG,pot,Australia,Australasia,-33.00254338,151.6142739,170,No,2,2007,30,YESWATER,Yes,Potting mix
LONG,ground,Australia,Australasia,-32.99165579,151.1346828,122,Yes,1,2017,76.2,YESWATER,Yes,
SHORT,ground,Australia,Australasia,-32.97030283,151.7181075,500,Yes,1,,,,,
LONG,ground,Australia,Australasia,-32.96227789,150.6676063,210,Yes,1,,,,,
SHORT,ground,Australia,Australasia,-32.94366698,151.6981167,350,Yes,1,,,,,
LONG,,Australia,Australasia,-32.93471929,151.7462842,250,Yes,1,2005,40,YESWATER,No,Sandy
LONG,ground,Australia,Australasia,-32.92916692,151.7792452,180,Yes,2,2012,165,YESWATER,No,
LONG,pot,Australia,Australasia,-32.92850873,151.7019855,180,Yes,2,2004,50,YESWATER,No,Loamy
LONG,ground,Australia,Australasia,-32.92850272,151.7823954,160,Yes,1,,,,,
LONG,pot,Australia,Australasia,-32.92803242,151.710362,50,Yes,1,,,,,
LONG,pot,Australia,Australasia,-32.92803242,151.710362,50,Yes,1,,,,,
SHORT,ground,Australia,Australasia,-32.9272148,151.7531302,175,Yes,1,,,,,
LONG,ground,Australia,Australasia,-32.92714274,151.7538168,175,Yes,2,,,,,
LONG,pot,Australia,Australasia,-32.92587421,151.6820293,185,Yes,,2007,35,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-32.80071767,149.9725503,150,Unsure,1,2009,NA,NOWATER,No,Loamy
SHORT,ground,Australia,Australasia,-32.80071767,149.9725503,45,No,1,,,,,
LONG,pot,Australia,Australasia,-32.73810379,151.8868145,170,Yes,1,2007,15,YESWATER,Yes,Clay
LONG,pot,Australia,Australasia,-32.72484127,152.1143482,170,Yes,5,2005,50,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-32.72469688,152.1138332,250,Yes,2,2012,30,YESWATER,Yes,Potting mix
LONG,ground,Australia,Australasia,-32.71534766,116.062434,370,Yes,1,2006,17.78,NOWATER,No,
LONG,pot,Australia,Australasia,-32.65935069,152.1441844,180,Yes,1,,,,,
SHORT,pot,Australia,Australasia,-32.653219,152.1539192,200,Yes,1,,,,,
LONG,pot,Australia,Australasia,-32.64613213,152.1848205,60,Yes,1,2019,57,YESWATER,No,Potting mix
LONG,ground,Australia,Australasia,-32.64191937,152.1887671,350,Yes,1,2006,40,YESWATER,Yes,Sandy
LONG,ground,Australia,Australasia,-32.61554198,149.5715952,170,Yes,1,,,,,
SHORT,ground,Australia,Australasia,-32.61525205,149.5746853,500,Yes,,,,,,
LONG,pot,Australia,Australasia,-32.52830776,115.7628328,30,Yes,1,2018,20,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-32.47679993,115.7502143,200,Yes,4,2007,40,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-32.38068158,152.5029479,160,Yes,2,,,,,
LONG,ground,Australia,Australasia,-32.36353574,149.7133807,60,Yes,1,2005,50,NOWATER,No,
LONG,pot,Australia,Australasia,-32.34624716,150.5870318,90,Yes,3,2010,50,YESWATER,No,Potting mix
LONG,pot,Australia,Australasia,-32.27808897,115.7367863,230,Yes,1,,,,,
LONG,,Australia,Australasia,-32.22077177,152.5393261,210,Yes,1,2005,40,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-32.16922082,115.8472784,70,Yes,1,2019,70,YESWATER,Yes,
LONG,ground,Australia,Australasia,-32.11822871,116.0791731,197,Yes,1,2002,30,NOWATER,No,Loamy
SHORT,ground,Australia,Australasia,-32.09990292,116.1113761,200,Yes,1,,,,,
LONG,ground,Australia,Australasia,-32.08974177,151.1010959,120,Yes,1,2012,30,YESWATER,No,Loamy
LONG,ground,Australia,Australasia,-32.08406915,115.8028506,700,Yes,1,2004,20,YESWATER,Yes,Sandy
LONG,pot,Australia,Australasia,-32.05379897,115.7593933,130,Yes,2,2006,40,YESWATER,No,
SHORT,pot,Australia,Australasia,-32.03666696,115.8382491,400,Yes,1,,,,,
LONG,ground,Australia,Australasia,-32.01994007,116.0732419,400,Yes,2,2010,30,YESWATER,Yes,Loamy
LONG,pot,Australia,Australasia,-32.01384113,115.7622047,150,Yes,4,2007,20,YESWATER,Yes,Potting mix
SHORT,pot,Australia,Australasia,-31.99620285,115.7562264,148,Yes,1,,,,,
SHORT,ground,Australia,Australasia,-31.98230246,115.8189162,400,Yes,1,,,,,
LONG,pot,Australia,Australasia,-31.95812788,115.8737352,50,Yes,1,,,,,
LONG,pot,Australia,Australasia,-31.95476364,116.0494812,215,Yes,4,2002,20,YESWATER,Yes,Potting mix
SHORT,pot,Australia,Australasia,-31.95318049,115.812539,40,Yes,1,,,,,
LONG,ground,Australia,Australasia,-31.95235752,115.8602631,300,Yes,1,2019,,,,
LONG,ground,Australia,Australasia,-31.87601427,116.136035,180,Yes,1,2008,30,YESWATER,No,Clay
LONG,ground,Australia,Australasia,-31.86028911,152.3531962,600,Yes,1,2008,60.96,,No,Clay
LONG,pot,Australia,Australasia,-31.85378559,115.8128809,80,Yes,1,2015,35,YESWATER,,Potting mix
LONG,pot,Australia,Australasia,-31.78017861,115.7436177,122,Yes,1,2018,100,YESWATER,Yes,
SHORT,pot,Australia,Australasia,-31.60938976,152.6997252,100,Yes,1,,,,,
SHORT,ground,Australia,Australasia,-31.60802979,152.4474251,100,Yes,1,,,,,
LONG,ground,Australia,Australasia,-31.57975821,116.4322769,200,Yes,2,2007,40,YESWATER,Yes,Loamy
SHORT,ground,Australia,Australasia,-31.54623391,152.836901,150,Yes,1,,,,,
LONG,ground,Australia,Australasia,-31.5085593,151.2040424,400,Yes,1,2005,40,NOWATER,No,Loamy
LONG,pot,Australia,Australasia,-31.43484739,152.8967805,100,Yes,1,2019,50,YESWATER,No,Potting mix
SHORT,ground,Australia,Australasia,-31.43188808,152.8981416,150,No,1,,,,,
LONG,,Australia,Australasia,-31.34004854,152.3361013,50,NA,,2019,20,YESWATER,No,Potting mix
LONG,ground,Australia,Australasia,-31.09107513,150.9307531,200,Yes,1,2018,,NOWATER,,Loamy
LONG,pot,Australia,Australasia,-30.91023991,118.2540276,105,Yes,1,,,,,
LONG,ground,Australia,Australasia,-30.85491408,151.1494862,90,Yes,1,2008,25,YESWATER,Yes,
SHORT,ground,Australia,Australasia,-30.85255308,151.1515446,100,Yes,1,,,,,
LONG,ground,Australia,Australasia,-30.74911838,152.9926373,150,Yes,1,,,,,
LONG,pot,Australia,Australasia,-30.50824539,151.6608749,160,Yes,1,2013,40,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-30.5082393,151.6728929,180,Yes,1,2005,60,YESWATER,Yes,Potting mix
SHORT,ground,Australia,Australasia,-30.5082393,151.6728929,500,Yes,1,,,,,
LONG,ground,Australia,Australasia,-30.50262844,151.6574219,300,Yes,1,2007,20,YESWATER,Yes,Loamy
SHORT,ground,Australia,Australasia,-30.50014035,153.0149859,127,Yes,1,,,,,
LONG,ground,Australia,Australasia,-30.50014035,153.0149859,120,Yes,5,,,,,
LONG,pot,Australia,Australasia,-30.45623231,152.8990989,129,Yes,,2015,45,YESWATER,Yes,Potting mix
SHORT,ground,Australia,Australasia,-30.4533823,152.8967071,400,Yes,1,,,,,
LONG,ground,Australia,Australasia,-30.44898224,152.8958342,620,Yes,1,2015,,NOWATER,,
LONG,ground,Australia,Australasia,-30.42971387,152.6726676,60,Yes,1,2019,20,NOWATER,No,Loamy
LONG,pot,Australia,Australasia,-30.35193113,153.0706491,232,Yes,2,2007,50,YESWATER,No,Potting mix
LONG,ground,Australia,Australasia,-30.33255806,152.714693,50,Yes,1,2010,10,NOWATER,No,Sandy
SHORT,pot,Australia,Australasia,-30.30171533,153.1154131,150,Yes,2,,,,,
SHORT,ground,Australia,Australasia,-30.30038099,153.1169575,400,Yes,,,,,,
LONG,ground,Australia,Australasia,-30.29889943,153.1155836,120,Yes,3,2004,30,YESWATER,No,Clay
LONG,pot,Australia,Australasia,-30.29648648,153.1078191,200,Yes,1,2006,80,YESWATER,Yes,Potting mix
LONG,ground,Australia,Australasia,-29.93142584,151.2466425,400,Yes,,2010,40,YESWATER,No,
LONG,ground,Australia,Australasia,-29.93142584,151.2466425,500,Yes,,2010,40,YESWATER,No,
LONG,ground,Australia,Australasia,-29.11577174,153.1841122,213,Yes,2,2013,,NOWATER,No,Sandy
SHORT,ground,Australia,Australasia,-28.80985514,153.2890605,300,Yes,1,,,,,
LONG,pot,Australia,Australasia,-28.68693993,153.5186472,200,Yes,1,2007,30,YESWATER,Yes,Potting mix
SHORT,ground,Australia,Australasia,-28.59784938,153.2268382,500,Yes,,,,,,
LONG,ground,Australia,Australasia,-28.5966401,153.2242807,185,Yes,1,,,,,
LONG,ground,Australia,Australasia,-28.41599318,153.3336388,60,Yes,2,,,,,
SHORT,ground,Australia,Australasia,-28.39741151,153.2714401,150,Yes,1,,,,,
LONG,pot,Australia,Australasia,-28.38788122,153.5579864,90,No,1,,,,,
LONG,pot,Australia,Australasia,-28.17284439,153.4329533,280,Yes,1,2010,30,YESWATER,No,Potting mix
SHORT,pot,Australia,Australasia,-28.09007633,153.4358781,50,Yes,1,,,,,
LONG,,Australia,Australasia,-27.94663751,153.1934089,305,Yes,1,2008,38.1,YESWATER,No,Loamy
LONG,ground,Australia,Australasia,-27.94314915,153.1954676,300,Yes,1,,,,,
LONG,ground,Australia,Australasia,-27.94299756,153.1952959,200,Yes,1,2010,45.72,NOWATER,No,
LONG,ground,Australia,Australasia,-27.62780946,153.028487,100,Yes,1,2012,30,YESWATER,No,Loamy
SHORT,pot,Australia,Australasia,-27.62323711,152.758991,40,Yes,1,,,,,
LONG,pot,Australia,Australasia,-27.61663093,152.7328958,34,Yes,1,2019,34,YESWATER,,
LONG,ground,Australia,Australasia,-27.60001547,152.7506063,70,Yes,1,,,YESWATER,No,Potting mix
SHORT,ground,Australia,Australasia,-27.56898602,151.9344332,400,Yes,1,,,,,
SHORT,ground,Australia,Australasia,-27.56642722,151.9501119,350,Yes,5,,,,,
SHORT,ground,Australia,Australasia,-27.56462608,151.9399167,220,Yes,3,,,,,
SHORT,ground,Australia,Australasia,-27.56460096,151.9501095,225,Yes,,,,,,
LONG,ground,Australia,Australasia,-27.56166445,151.9676961,300,Unsure,1,2014,100,NOWATER,No,
LONG,ground,Australia,Australasia,-27.54410788,152.9823881,100,Yes,1,,,,,
LONG,pot,Australia,Australasia,-27.53125645,153.0130052,57,Yes,1,,,,,
SHORT,pot,Australia,Australasia,-27.53125645,153.0130052,57,Yes,1,,,,,
LONG,ground,Australia,Australasia,-27.45105116,153.0181201,NA,Yes,1,,,NOWATER,No,
SHORT,ground,Australia,Australasia,-27.45105116,153.0181201,300,Yes,1,,,,,
SHORT,pot,Australia,Australasia,-27.44423407,151.7231478,45,Yes,1,,,,,
LONG,,Australia,Australasia,-27.41243146,153.0105718,170,Yes,2,2005,30,,,Loamy
LONG,ground,Australia,Australasia,-27.33499696,152.1549968,475,Yes,5,2007,30,NOWATER,Yes,Loamy
LONG,ground,Australia,Australasia,-26.90596425,152.0880157,300,Yes,1,2010,30,YESWATER,No,
SHORT,ground,Australia,Australasia,-26.88489199,151.5960664,350,Yes,1,,,,,
LONG,ground,Australia,Australasia,-26.85317908,152.880909,80,Yes,1,2018,60,YESWATER,,Loamy
LONG,ground,Australia,Australasia,-26.78049393,152.9100321,350,Yes,3,2012,30,NOWATER,No,Loamy
LONG,ground,Australia,Australasia,-26.76231245,152.8525301,300,Yes,3,2012,100,YESWATER,Yes,Clay
LONG,ground,Australia,Australasia,-26.5677316,153.0835344,70,Yes,1,2018,40,YESWATER,Yes,Clay
LONG,pot,Australia,Australasia,-25.30242772,152.8882457,64,Yes,1,2018,30.48,YESWATER,No,Potting mix
SHORT,ground,Australia,Australasia,-24.85505109,152.1384144,70,Yes,1,,,,,
LONG,ground,Australia,Australasia,-19.26378772,146.8149135,250,Yes,1,,,,,
LONG,ground,Peru,South America,-12.04606534,-77.03927766,30,Yes,1,,,NOWATER,No,
LONG,ground,Venezuela,South America,10.15669544,-67.99491222,1000,Yes,,,,,,
SHORT,ground,USA ,North America,20.80935949,-156.9277802,762,Unsure,1,,,,,
SHORT,pot,India,Asia,28.50953219,77.13812511,102,Unsure,4,,,,,
SHORT,pot,USA ,North America,29.61346455,-82.36743691,76,Yes,2,2007,12.7,YESWATER,No,
SHORT,,USA ,North America,32.62820561,-96.57931008,500,Unsure,,,,,,
LONG,ground,Portugal ,Europe,32.66855914,-16.92621237,200,Yes,,,,,,
LONG,ground,USA ,North America,32.71437011,-117.1518527,152,Yes,,2015,NA,NOWATER,No,
LONG,pot,USA ,North America,32.84641742,-83.67217142,610,Yes,1,2005,25.4,YESWATER,Yes,Potting mix
LONG,ground,England ,UK,33.49083719,-86.77518235,213,Yes,2,,,,,
LONG,ground,USA ,North America,33.84187073,-117.9366508,320,Yes,1,2017,223.52,YESWATER,Yes,Sandy
SHORT,ground,USA ,North America,34.12124752,-118.1049495,450,Yes,4,,,,,
LONG,ground,USA ,North America,34.44487101,-119.6208909,457,Yes,1,2006,60.96,NOWATER,Yes,Clay
SHORT,ground,USA ,North America,34.4477366,-119.6234281,762,Yes,3,,,,,
LONG,,USA ,North America,34.45555695,-119.8044166,610,Yes,1,2010,,NOWATER,No,
LONG,pot,USA ,North America,35.14513172,-80.99505621,157,Yes,1,2015,91.44,YESWATER,Yes,Loamy
LONG,ground,USA ,North America,35.2744451,-120.6614582,400,Yes,,,,,,
LONG,ground,USA ,North America,35.2744451,-120.6614582,244,Yes,1,,,,,
SHORT,ground,USA ,North America,35.27640799,-120.6635172,183,Yes,1,,,,,
SHORT,ground,Japan,Asia,36.73453514,139.6784633,90,Yes,1,,,,,
LONG,ground,USA ,North America,36.88221381,-121.6420227,191,Yes,1,,60.96,YESWATER,No,
LONG,ground,Spain,Europe,36.91732948,-3.482252471,350,Yes,1,2012,30,YESWATER,Yes,Loamy
LONG,,USA ,North America,36.99319941,-122.0592515,109,Yes,,,,,,
LONG,,USA ,North America,36.99319941,-122.0592515,170,Yes,,,,,,
LONG,,USA ,North America,36.99319941,-122.0592515,198,Yes,,,,,,
LONG,ground,USA ,North America,37.32022528,-121.8578993,183,Yes,1,2005,35.56,YESWATER,No,Clay
LONG,,USA ,North America,37.54997527,-121.9918832,203,Yes,1,2019,203.2,YESWATER,No,
LONG,ground,USA ,North America,37.68822683,-122.4718311,213,Yes,1,2017,182.88,YESWATER,No,Sandy
LONG,ground,USA ,North America,37.74601892,-122.4415533,400,Yes,1,,,,,
SHORT,ground,USA ,North America,37.75485853,-122.4521011,122,Yes,1,,,,,
LONG,ground,USA ,North America,37.76285786,-122.1620488,152,Yes,1,2015,101.6,YESWATER,Yes,Clay
LONG,ground,USA ,North America,37.89624741,-122.2619897,183,Yes,1,2006,NA,YESWATER,No,Loamy
LONG,ground,USA ,North America,37.90043269,-122.2578587,191,Yes,1,2003,NA,YESWATER,Yes,Loamy
SHORT,ground,USA ,North America,37.98705033,-122.5239659,86,Yes,3,,,,,
LONG,ground,USA ,North America,38.23934781,-122.6237141,213,Yes,1,2013,121.92,YESWATER,No,Clay
LONG,ground,USA ,North America,38.40108402,-122.8293403,366,Yes,1,2014,152.4,YESWATER,No,Sandy
SHORT,ground,USA ,North America,38.40799293,-122.9463075,152,Yes,1,,,,,
LONG,pot,Spain,Europe,38.48347845,-0.417708888,50,Yes,1,,,YESWATER,Yes,
SHORT,ground,USA ,North America,38.55740708,-121.7435221,122,No,1,,,,,
SHORT,ground,USA ,North America,38.56341664,-121.4385591,300,Yes,1,,,,,
SHORT,pot,USA ,North America,38.6863973,-90.17941077,122,Yes,,,,,,
LONG,ground,USA ,North America,39.21938485,-121.0636604,91,Yes,1,2014,10.16,YESWATER,No,Loamy
SHORT,ground,USA ,North America,39.63620623,-123.782825,213,Yes,1,,,,,
SHORT,pot,USA ,North America,39.99863442,-75.25047672,152,Yes,1,,,,,
SHORT,ground,Spain,Europe,40.47463405,-3.571965389,200,Yes,2,,,,,
LONG,ground,Portugal,Europe,40.55434871,-8.685150584,35,Yes,1,2019,30,YESWATER,No,Sandy
LONG,ground,USA ,North America,40.7853088,-124.1636667,340,Yes,1,1995,15.24,YESWATER,No,Silty
SHORT,,USA ,North America,41.01962446,-84.04718808,64,Unsure,1,,,,,
LONG,pot,USA ,North America,41.8078046,-71.33599449,86,Yes,1,,30.48,YESWATER,Yes,Loamy
LONG,pot,USA ,North America,41.80848093,-72.24971795,406,Yes,1,2006,46,YESWATER,Yes,Potting mix
LONG,ground,Italy,Europe,41.88388257,12.49338067,200,Yes,1,,,,,
SHORT,ground,Italy,Europe,41.88388257,12.49338067,250,Yes,1,,,,,
LONG,ground,ITALY,Europe,41.89205756,12.49476603,300,Yes,1,2013,NA,NOWATER,No,
LONG,pot,USA ,North America,41.97490736,-87.75716497,147,Yes,1,2005,20.32,YESWATER,No,Peaty
SHORT,ground,Spain,Europe,42.40433953,-8.649659612,150,Yes,1,,,,,
SHORT,pot,USA ,North America,43.09662876,-89.35248475,91,Yes,,,,,,
LONG,ground,Spain,Europe,43.10259016,-7.610724661,500,Yes,1,2009,40,,No,Sandy
LONG,pot,France,Europe,43.67412553,4.439144342,150,Yes,1,2019,100,YESWATER,No,Potting mix
SHORT,ground,Monaco,Europe,43.73741522,7.42130325,250,Unsure,,,,,,
LONG,ground,Monaco,Europe,43.73747715,7.422161575,200,Yes,1,,,,,
SHORT,ground,Monaco,Europe,43.73747726,7.421131601,200,Unsure,1,,,,,
SHORT,ground,Monaco,Europe,43.73887438,7.427954928,200,Yes,1,,,,,
SHORT,ground,Monaco,Europe,43.73973499,7.428373583,400,Yes,1,,,,,
LONG,ground,Italy,Europe,43.83999036,10.49910529,200,Yes,1,2016,NA,NOWATER,,
LONG,pot,Italy,Europe,45.22582132,11.65901703,145,Yes,2,2013,40,NOWATER,Yes,Potting mix
SHORT,ground,USA ,North America,45.44714619,-122.6273896,165,Yes,1,,,,,
LONG,pot,USA ,North America,45.44798603,-122.6320333,559,Yes,1,1998,12.7,YESWATER,Yes,Loamy
LONG,ground,Italy,Europe,45.45971966,9.183697725,180,Yes,1,2002,80,NOWATER,Yes,Loamy
LONG,pot,Italy,Europe,45.47631981,10.2410972,50,Yes,1,2018,30,YESWATER,Yes,Potting mix
LONG,pot,Canada ,North America,45.5600243,-73.56319129,305,Yes,1,,,,,
LONG,ground,Italy,Europe,45.70607545,9.64290252,200,Yes,1,,,,,
SHORT,ground,Croatia,Europe,45.8133191,15.99260893,150,Yes,1,,,,,
LONG,ground,USA ,North America,45.86595542,-123.5936427,305,Yes,1,2012,152.4,YESWATER,Yes,Peaty
LONG,ground,USA ,North America,45.86595542,-123.5936427,305,Yes,2,,,,,
LONG,ground,Italy,Europe,46.49525348,11.3438735,800,Yes,,2014,,,,
SHORT,ground,Italy,Europe,46.67182123,11.1520519,225,Unsure,1,,,,,
SHORT,ground,France,Europe,47.21860119,-1.56488719,200,Unsure,1,,,,,
SHORT,,France,Europe,47.2225811,-1.562544113,280,Unsure,1,,,,,
SHORT,ground,USA ,North America,47.22450552,-122.4513671,279,Yes,1,,,,,
SHORT,ground,USA ,North America,47.28092189,-122.5072534,183,Yes,1,,,,,
SHORT,ground,USA ,North America,47.30904468,-122.3425474,152,Yes,1,,,,,
